ID,Label,Interval,Taxa,RelativeAbundance,Module,Phylum,WeightedDegree,ClusteringCoefficient,NumberTriangle,Module,Eccentricity,ClosenessCentrality,HarmonicClosenessCentrality,BetweennessCentrality,Degree
28,Arthrobacter sp. KBS0702,,Arthrobacter sp. KBS0702,0.34585163,M1,Actinomycetota,3,2.252256989,4,0.405940594,0.432926829,0,0,1,3
36,Metabacillus litoralis,,Metabacillus litoralis,0.28471485,M2,Bacillota,12,9.471104324,4,0.429319372,0.472052846,0,1,1,66
144,Sandaracinus amylolyticus,,Sandaracinus amylolyticus,0.28212777,M3,Myxococcota,3,2.291119933,5,0.376146789,0.407621951,0,5,1,3
74,Gloeocapsa sp. PCC 7428,,Gloeocapsa sp. PCC 7428,0.27300492,M4,Cyanobacteriota,6,5.26564908,2,0.875,0.928571429,0,2,1,15
160,Herbaspirillum seropedicae,,Herbaspirillum seropedicae,0.26347357,M2,Pseudomonadota,2,1.583979189,4,0.354978355,0.378556911,0,5,1,1
66,Candidatus Saccharibacteria bacterium oral taxon 955,,Candidatus Saccharibacteria bacterium oral taxon 955,0.25176364,M2,Candidatus Saccharibacteria,4,3.045458674,5,0.37020316,0.400609756,0,1,1,6
91,Niastella hibisci,,Niastella hibisci,0.20356227,M2,Bacteroidota,2,1.560924232,6,0.264943457,0.282012195,0,1,1,1
179,Chroococcidiopsis thermalis,,Chroococcidiopsis thermalis,0.17823613,M4,Cyanobacteriota,6,5.284109831,2,0.875,0.928571429,0,2,1,15
154,Planctomycetes bacterium ETA_A1,,Planctomycetes bacterium ETA_A1,0.15890113,M1,Planctomycetota,2,1.523648083,5,0.358078603,0.387804878,0,0,1,1
178,Loriellopsis cavernicola,,Loriellopsis cavernicola,0.14868896,M4,Cyanobacteriota,6,5.300715029,2,0.875,0.928571429,0,2,1,15
5,Aridibacter nitratireducens,,Aridibacter nitratireducens,0.1417447,M2,Acidobacteriota,2,1.534137011,5,0.359649123,0.387398374,0,1,1,1
176,Cylindrospermum stagnale,,Cylindrospermum stagnale,0.13520892,M4,Cyanobacteriota,6,5.076682687,2,0.875,0.928571429,0,2,1,15
30,Flavisolibacter ginsengiterrae,,Flavisolibacter ginsengiterrae,0.13180487,M2,Bacteroidota,2,1.484988034,5,0.36123348,0.386585366,0,5,1,1
174,Pontibacter populi,,Pontibacter populi,0.12744768,M2,Bacteroidota,2,1.579621553,5,0.340248963,0.3625,0,1,1,1
46,Desulfuromonas acetoxidans,,Desulfuromonas acetoxidans,0.11573774,M2,Thermodesulfobacteriota,3,2.265978217,4,0.345263158,0.37245935,0,1,1,3
142,Luteolibacter flavescens,,Luteolibacter flavescens,0.10212154,M3,Verrucomicrobiota,3,2.353968978,4,0.382284382,0.410060976,0,5,1,3
