ID,Label,Interval,Taxa,RelativeAbundance,Module,Phylum,WeightedDegree,ClusteringCoefficient,NumberTriangles,Modularity,Eccentricity,ClosenessCentrality,HarmonicClosenessCentrality,BetweennessCentrality,Degree
113,Lysobacter dokdonensis,,Lysobacter dokdonensis,0.16553058,M1,Pseudomonadota,7,5.707059801,6,0.343035343,0.39010101,7.34E-04,1,0.476190476,10
112,Lysobacter caseinilyticus,,Lysobacter caseinilyticus,0.40655255,M1,Pseudomonadota,7,5.848932505,5,0.351812367,0.391919192,0.006811644,7,0.523809524,11
111,Devosia ginsengisoli,,Devosia ginsengisoli,0.16015707,M1,Pseudomonadota,17,14.24775273,5,0.344467641,0.412828283,0.052120039,7,0.5,68
110,Daejeonella oryzae,,Daejeonella oryzae,0.14089103,M2,Bacteroidota,3,2.564071298,7,0.287456446,0.323102453,0,4,1,3
11,Nitrospira japonica,,Nitrospira japonica,1.7714262,M1,Nitrospirota,16,13.33058494,6,0.414572864,0.476161616,0.004580571,1,0.6,72
109,Rubrobacter xylanophilus,,Rubrobacter xylanophilus,0.21559605,M2,Actinomycetota,42,35.68851048,6,0.430809399,0.553737374,0.009968012,4,0.603948897,520
108,Rubrobacter radiotolerans,,Rubrobacter radiotolerans,0.47116584,M2,Actinomycetota,36,30.680453,6,0.419847328,0.532020202,0.003953282,4,0.692063492,436
107,Rubrobacter spartanus,,Rubrobacter spartanus,0.18152007,M2,Actinomycetota,51,43.53813696,6,0.443548387,0.582525253,0.016689714,4,0.538039216,686
106,Bacillus circulans,,Bacillus circulans,0.36828262,M2,Bacillota,34,28.95237041,7,0.372460497,0.491832612,0.002938077,4,0.679144385,381
105,Candidatus Solibacter usitatus,,Candidatus Solibacter usitatus,0.3737872,M2,Acidobacteriota,46,39.47401631,6,0.421994885,0.556161616,0.008169543,4,0.578743961,599
104,Acidibacter ferrireducens,,Acidibacter ferrireducens,0.24482274,M2,Pseudomonadota,23,19.60630405,7,0.348837209,0.452092352,0.001877743,4,0.754940711,191
103,Agromyces albus,,Agromyces albus,0.13289629,M1,Actinomycetota,3,2.504316926,5,0.313688213,0.343737374,0,7,1,3
102,Terrimonas soli,,Terrimonas soli,0.40524194,M1,Bacteroidota,4,3.367771029,7,0.28109029,0.311630592,7.89E-04,1,0.166666667,1
101,Solirubrobacter soli,,Solirubrobacter soli,0.43066785,M1,Actinomycetota,31,26.14202178,6,0.435356201,0.526161616,0.006105833,1,0.606451613,282
100,Brevitalea aridisoli,,Brevitalea aridisoli,0.24246363,M2,Acidobacteriota,19,16.04131234,7,0.333333333,0.426940837,9.93E-04,4,0.631578947,108
10,Skermanella stibiiresistens,,Skermanella stibiiresistens,1.6872848,M1,Pseudomonadota,53,45.18169165,5,0.504587156,0.617777778,0.082643327,1,0.385341074,531
1,Vicinamibacter silvestris,,Vicinamibacter silvestris,7.405233,M2,Actinomycetota,54,46.23154962,6,0.445945946,0.591111111,0.025937701,4,0.498951782,714
