,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode93,barcode95,barcode96
137,Bacteria,Planctomycetes,,,,,Planctomycetes bacterium Pan216,2527975,0.0015839001216464,0.0011099659081376,0.002365663887316,0.0014874988819179,0.0013453658501323,0.0008947344769301,0.001574695330686,0.0010885142566617,0.0014638430760676,,0.0013658523541276,,0.0022669314311955,0.0016015769777238,,0.0016382544799299,,0.0012524750948004,0.0009933606102625,0.0008687089459593,0.0014297629131799,0.001099392779352,0.0014871100689185,0.0014324802183788,,,0.0019083969465648,0.0008332842089094,0.0014022098828138,0.0016600071311111,0.0009628273195739,,0.0012549019606374,,0.0018074268817959,0.0009244533221297,,,0.0014244131534887,0.000736484276923,,0.0008768128235313,0.0006762350906253,,,0.0017570298688167,0.0010463092644275,0.001026541737789,,0.0010646591336302,,0.0010975227343994,0.0012463450526117,0.0010994502748925,0.0007689255091509,0.0012526518306626,0.002532504987611,0.0011717834664857,0.001218834947023,0.0010740139216315,,,0.0010769101412692,,0.0010906436522783,,0.0012004243087644,0.0010331309583591,0.002264834669599,0.0011998628728484,0.0007246929838766,0.0015571473062363,0.0011027790030877,0.000898625697809,,0.0012472519614701,0.0013730205875314,0.0013021315308028,,0.001166090716172,,,
138,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,Aridibacter nitratireducens,1911421,0.0031226074124788,0.0042634324913817,,0.0012788316745903,0.0013214237256303,0.0012459425348707,0.0018595865592857,0.0044339381522544,0.0017373267417379,0.0014019905679733,0.0013898425528254,0.0022341939403965,0.0019819044919125,0.0014285294782267,0.002063466263316,0.0009924501785267,0.0017781290688904,0.0016872696949783,0.0026743919827667,0.0038965927603881,0.0032121904146852,0.0015931700403235,0.0009349178634981,0.0023386737014437,0.0030843352516653,0.0022400923081615,0.0047261735849424,0.0024343363786757,0.0011894281283251,0.0012664834445074,0.002207741931138,0.0046540583749429,0.0062454235618841,0.002373757563612,0.0018599430409957,0.0016334065415631,0.0028926426127417,0.0054224194667733,0.0019897062614137,0.0042726153747043,0.0042387405213417,0.0013064851057654,0.0023148546449236,0.0026745227092112,0.0047340110709347,0.0058986504924969,0.0032892479964639,0.0018865347859357,,0.0020711022415913,0.0021442488020321,0.0029504615613033,0.0010873847643638,0.0032636593237471,0.0025308185639523,0.0013599296344953,0.0053096952505533,0.0019932345882056,0.0019902737151561,0.0011277741875933,,,0.0009193487863929,,0.0012576695057331,,,0.0023262671880962,0.0021378747183824,0.0020146476891281,0.0011362780526594,0.0019430994781481,0.0027800363845986,0.0011035703397113,,0.0012232571370285,0.0023967257053891,0.0019969811089151,,0.000905743010034,,0.0016249861008211,
139,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola sp. 449,2079792,0.0013361901966985,0.0014900725531173,,0.0012553060296119,0.0011462738020786,0.0008307212352408,0.0023627049474504,0.0015051934611404,,,0.0014841199168895,,,,,,,,,0.0007858582119941,,,0.0010969342267462,,,0.0026927332479035,,0.0022535410771752,,0.0014852551971232,,,0.0021933951473581,,0.001154704240965,0.0013403962010538,,0.0019843424367415,,0.0016187128417329,,,0.0012384598080528,,,,,,,,0.0027608618058182,0.0022250761169019,0.0020260047024019,,0.0010485648344437,0.0013099978955273,,0.0015233184907495,0.0009918248382041,,,,0.0009313432717411,,,,0.0012670978119475,,0.0007926938103657,,,0.000830478563272,,0.0011276115938996,,,,,,0.0013462694092585,,,
140,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum massiliense,1465823,0.0018329402904605,0.0013829830252194,,0.0018988741957051,0.0042246656377045,0.0027772931135648,0.0020345029385055,0.002673072701575,0.0029367464640299,0.0021490489659646,0.002185849332627,0.0042485848530431,0.0027277123081814,,0.0026719924295734,0.0029779359206137,0.0036596534841397,0.0020369122802717,0.002117576254596,0.0019808373842694,0.0025975341455547,0.0019160007573493,0.0021004208326942,0.0037577267680799,0.0048060530753453,0.0015602766900474,0.0046663870242689,0.0024377388495717,0.0016148275280145,0.0010805089428445,0.0026292755503829,0.0026447305713791,0.0020827516227042,0.0018990220703195,0.0017369091492049,0.002260533014029,,0.0027964673884021,,0.0026307886551915,0.004817762166042,0.0022305152867143,0.0026304018474049,0.004107158742148,0.0036034785462897,0.0026554349563672,,0.0049961684677618,,0.0020812667625753,0.0032320379732371,0.0014570489626492,0.0019259024040245,,0.0019499359641426,0.0023361114650143,,0.0020810218719125,0.0013443296890424,0.0034204840195036,,,0.0025364479294329,0.0028232490459376,0.0021395221415601,0.0056200509387739,0.0030711403056639,,0.0023796081088164,0.0020221350696812,0.005494431510327,0.0026167133448825,0.002222373459808,0.0019318144249757,,0.0021399538270551,0.0040177598236167,0.0026224352665011,,0.002640825646189,,0.001433713124885,
141,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter radiotolerans,42256,0.0038243778220045,0.0041499113688427,0.0062440628203047,0.0055937214202816,0.0050731219922714,0.0048805963171438,0.0054693830072216,0.0048141844161047,0.0048767975067728,0.0050798581412698,0.0060535919205242,0.0045087872105337,0.0061479027115084,0.005788874134427,0.0052062817881871,0.0054913966062519,0.0049513888099019,0.005047587310594,0.0045743383393679,0.0042433731439457,0.0048970815502532,0.0047028826199968,0.0053937732001169,0.0046902518007581,0.0041027648542982,0.0045585841860718,0.0055852726613494,0.0052146193174453,0.0055621911016522,0.0053565824418096,0.0028418326872925,0.0020179360679417,0.0047465077455541,0.0025363706097071,0.006357944156992,0.0030256863251972,0.0049578730157591,0.0042631662736526,0.0050072282908002,0.0029918396035799,0.0050856530799095,0.0021775971946763,0.0035455314125876,0.0036598757010965,0.0063487659913203,0.00600636206736,0.0045504964877321,0.0044805464041356,0.0044735022103288,0.0051476335660073,0.0053345924247559,0.0028513088055528,0.0034478350155953,0.004811426681517,0.0036861094915654,0.0046174663137182,0.006247126684403,0.0070387309802268,0.0053945692448203,0.0022068628213128,0.0049836989592692,0.0042715689487604,0.004788606815875,0.0057522843360577,0.0048000899570656,0.0029725381945614,0.0043118127771694,0.0046261518161991,0.0057508154766173,0.0047671115659297,0.0035252321685532,0.0054027686220101,0.0047150815423562,0.0047560881525773,0.0051837888784197,0.0066869588022275,0.004734029801599,0.004337295592528,,0.0046471341315136,,0.0111816051955018,
142,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter xylanophilus,49319,0.0022317107809086,0.0013657620036796,0.0018668064341423,0.002330877113166,0.002300460080301,0.0026879091265047,0.0023325526820369,0.0020444675516629,0.001883163079738,0.0019163431922222,0.0023797062221609,0.0017573468905191,0.0021124942287253,0.0014849540335054,0.0026664689897853,0.0022347623720852,0.0020512811840454,0.0019457500226847,0.0020525852609225,0.0019070365569499,0.0022517369541116,0.0015576776136781,0.0019112499059573,0.0029947802676701,0.0011293874895484,0.0023430881879843,,0.0017989663668637,0.0029883636987005,0.0036938383836551,0.0013781196605026,0.0010803682422503,0.0017632872063311,0.0009473109330584,0.0024724670303829,0.001153096206059,,0.0014806880194189,0.0016273408253194,0.0014354850732892,,,0.0012341498873434,0.0017877767783726,0.0028926147593942,0.0023943796028237,0.0024723145223102,0.0016994120825183,0.0023482737023831,0.0025890996858396,0.0028527694820265,0.0014552817357906,0.0017934699101494,0.0020851236065722,0.0018869346492527,0.001906318642453,0.003214060920912,0.0021482137705434,0.0027630480493716,0.0014925874039351,,0.0015263677953556,0.0016945441101456,0.0031016892679376,0.0027966572065993,0.0025464601644073,0.0026112361602511,0.0026025559929428,0.0034550842972051,0.001717840444992,0.001677640252488,0.002292712708459,0.0021143480928887,0.0022700114887112,,0.0035041121414336,0.0025550094238766,0.002555821299597,,0.0021669619989587,,0.0031067779968592,
143,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Paraflavitalea,Paraflavitalea soli,2315862,0.0030768750628234,0.0021782986915624,0.0043692071480945,0.0021871584285704,0.0027777121547246,0.001942697223713,0.0019744029230672,0.003752873551403,0.0016200284146075,0.0027292823880117,0.0016042094271554,0.0029497795674562,0.0035334587021782,0.0026829539421793,0.0030976956823331,0.0027655057531937,0.0027065060828412,0.0018235071841476,0.0028228105572198,0.0012437286369914,0.0039778075496138,0.0025742324884742,0.003432581515314,0.0032760821253636,0.0028695093141906,0.0017411933386796,0.0034006000061452,0.0018706266811413,0.0017882849344098,0.0012197809231764,0.0014457876606958,0.0027815593681514,0.0026928785437573,0.0014581139087544,0.001862227048305,0.0020610966661988,0.0024315983959598,0.0022420943958722,0.0032404710635488,0.0019705079552393,0.0024321288144191,0.0027957154109484,0.0032503841309536,0.0028234713279692,0.002709773757118,0.00261238268929,0.0031041804550866,0.0025953003166904,,0.0021294529876155,0.0043208999982378,0.0021367780446896,0.0021181577819289,0.0036728653193344,0.0021463276185839,0.0017529744310676,0.0040987820844054,0.0030337155786834,0.0017205690732837,0.0018166367811579,,0.002293941417849,0.0012716445390288,0.0030488454744904,0.0019423102807072,,0.0017680311738433,0.0022264311410149,0.0036101710600624,0.0022006284832237,0.0019840508195809,0.0018509777586465,0.0013844786751107,0.0015725857121848,,0.0017093446860299,0.001657571034858,0.0023360251149897,,0.0013694776722928,,0.0032841106754383,
144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga sp. 17 mud 1-3,2082949,0.0014873449321383,0.0016810884310374,,0.0017835465439051,0.0016587241438279,0.001391394792514,0.0017112827894315,0.0012565763258674,0.0030743844719163,,0.0021068596738626,0.0023764432169143,0.0012511602994483,0.0025601531115953,0.0019048861002079,0.001530289745485,,0.0017233723803726,0.001716562490344,0.0021387043882147,0.0031353431720013,0.0023323332932028,0.0015133889847399,,0.0016107903531068,0.0027396017026605,0.0036288794533118,0.0016492206002044,0.0021255246906282,0.0017286590908359,0.0010589985512527,,0.0027311302752157,0.0018354450508891,0.0018841602400818,0.0011442150833322,,0.0025237168271088,0.0022937667256327,0.0015765434398635,,0.0017081500951917,0.0020031534982728,0.0024879159914508,0.0023290860514167,0.0019001355290429,0.0017676407910173,0.0021454895069796,0.0032021145898717,0.0026760167382407,0.0018202238845132,0.0018127486425525,0.0015668803266278,0.0023170229452622,0.0018000662498599,0.0015147132920351,0.0022997819368406,0.0015134992287715,0.001391583604592,0.00154176168066,0.0033815323522656,0.0026269386696168,0.0024685134891936,,0.0017233949796482,,0.0017499606196738,0.0025036355815818,0.0013376535026469,0.0014955878541264,0.0020275446310694,0.0016202092654423,0.0025329021267511,0.0018955489600093,0.0025890350196969,0.0020767952052958,0.0020517767339824,0.0021707263624388,,0.0017817551051622,,,
145,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,142864,0.0025814525064972,0.0007920515377179,,0.0008650095954407,0.0019373558929608,0.0016737266468835,,0.0007329545306935,0.002251042721095,0.001369148515299,0.0015073707363594,,0.0021077876370176,0.0013762230216931,0.0009880527867491,,,0.0016465574700958,0.0027240460978512,0.0007507024767636,0.0018008223118396,,0.0007098217073051,,,0.0014879138243111,,0.0006102444931904,0.0011594462368632,0.0008622597602558,0.0009270294429572,0.0056699052870657,,0.0027683725790289,0.000729151677738,0.0025176442388239,,,0.0028111730691627,,,0.0023572980587524,0.0072887210842615,0.0019373769992974,0.001851157636643,,0.0021643649894455,0.0014950976876236,,0.0018482282412965,0.0027949581008578,,0.0012881458342329,0.0015850536751043,0.0020596487725894,0.0014873380661878,,0.001229339538262,0.0011882986631679,0.0012928525746896,0.0033615629542796,0.0025422263845156,0.000650102138426,,0.0006150990295516,0.0036175320415022,0.0037728666869325,,0.0016608469460125,0.0033221969409253,0.002922720449856,0.0011901279169025,,0.0011917269059782,,,0.0022664863886494,,,0.0016859582637191,,,
146,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium oral taxon 955,2572087,0.008839631825644,0.0090344993920524,0.0030415671636047,0.0022604722563106,0.0008603860623218,0.00106970042609,0.0016431783168991,0.0069963177875105,0.0028108377882837,0.0085656895420879,0.0032650645795745,0.0023050711565443,0.0021257946855763,0.0056895491819429,0.0032760777654012,0.0042696556666455,0.004339678469277,0.0028581904798095,0.0052501713685572,0.0029123724485093,0.0063147861312998,0.0031783852190748,0.0015438368851184,0.0069848785874489,0.0123190601326465,0.0165161867223532,0.0089951327220588,0.0092855157923511,0.003869291810769,0.0013135110367258,0.0054564764571551,0.0031844392804889,0.0050917364089633,0.0145313718946344,0.0062316441697091,0.0048615609935637,0.0106138646153831,0.0067276145682597,0.0036606921513013,0.0104515290899751,0.0041488222698088,0.0074488563683967,0.0121383253549713,0.0043623555745158,0.0066008372976434,0.0063305652247892,0.0012014026063806,0.000941383537589,,0.0019978554948084,0.0035289958122567,0.0123112049857141,,0.0038980509745127,0.0050693860266547,0.0060271729513283,0.0102489232486807,0.0033189495212421,0.0072057087342663,0.0013574660633484,0.0178323097624737,0.0059108052466595,0.002449410808575,0.0055759091859636,0.0035788685832467,0.002759499044789,0.0052950009298868,0.0144244934641698,0.0021247754106714,0.0021721593653121,0.0021205018343258,0.0028029776080787,0.003694338695149,0.0018452069531047,0.0122529392073153,0.0015881152484056,0.0036845160044652,0.002890770183579,0.0164233576642335,0.003502846264867,,0.0016258040693775,
147,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga brassicacearum,2580413,0.0022424620747547,0.0024181674102138,0.0038084794456212,0.0022540716818619,0.0018033678514574,0.0017955538600828,0.0034687595835263,0.00237955150968,0.0029172614788547,0.0029866780073391,0.0020910209865041,0.0019446930335177,0.0024560461004798,,0.002676719332315,0.0023231667235356,0.0028204138657376,0.0019635086949195,0.0019665665949787,0.0020391107855614,0.003982210437369,0.0025875344846558,0.0024199669337208,0.0029556740555473,0.0026347877118424,0.003583212482892,0.003957197941614,0.0018406277232437,0.0027210687136778,0.0018670443328187,0.0016616159219688,0.0020204019163577,0.0024867888550732,0.0014542878836326,0.0023053028360097,0.0015226089836802,0.0028795600449509,0.0021758325050198,0.002529405477929,0.0020242595715516,0.0030604321353662,0.0018406702860196,0.0022183217586114,0.002564652992306,0.0023802970578353,0.0027076568061466,0.0033447298191983,0.001507679111167,0.0035631684203623,0.002781203949327,0.0031858657827874,0.0023443465504569,0.0012899338711213,0.0017015310011494,0.0017126213791949,0.0022848262542272,0.0030345822189593,0.0019768025052005,0.0018304801356106,0.0010922964951187,0.0067380791129608,0.0034662823697661,0.0019061823556625,0.0021372088441268,0.0018112011094944,,0.0014028221242393,0.0030870997861977,0.0019110392648583,0.0017272128109473,0.0026149395687247,0.0028619187377412,0.002168495138366,0.0021189370663895,,0.0023681499357279,0.0026858569391918,0.0021356616444361,,0.0019540384306561,,0.0021393109691407,
148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga subterranea,186651,0.0030581628722676,0.0036823982294581,0.0065014081770528,0.0039536976063254,0.0033414940984487,0.0028102693647702,0.0047211991657815,0.0037074854462299,0.0034653136757932,0.0038023116326047,0.0029797424261201,0.0022396318219584,0.0035705779873476,0.0043788656515448,0.003619127063157,0.0042875750153565,0.0050059143452624,0.0033957065576104,0.0029517754999834,0.0047421740582969,0.0055146981233065,0.0033680885776157,0.0026098534316225,0.0054290502495991,0.0046801022170723,0.0046371722268026,0.006605803045694,0.0033499792173823,0.0034737046340584,0.0033896565258988,0.0025594311873607,0.0022818642969997,0.0043347534792843,0.0027648628283776,0.0035020180812301,0.0035109193356885,0.0056823241976015,0.004506300013853,0.0043525932305551,0.0041897350944386,0.0056409576022622,0.0042673830334741,0.0031129343997306,0.0046968555061583,0.0053996858496618,0.0038263204429505,0.0027884066727356,0.0032761214696347,0.0039700589527715,0.0052553512446919,0.0049431209653901,0.0038894864474323,0.0036957392004266,0.0031848961732603,0.0031728534466885,0.0035873199329289,0.0043453945286299,0.0030118184054631,0.0034271578993762,0.0034722980805765,0.0043817493067843,0.0043437140506111,0.003712238293978,0.0045953483687815,0.0032100386626884,0.0070927870583869,0.0046780686914097,0.0051443214336765,0.0034346267022077,0.0026874987072311,0.0031372878136514,0.0039424001977296,0.0033637408271341,0.0031356587421791,0.0047496117882365,0.0041255349057599,0.0038812655837999,0.0028116122017581,,0.0035124619399298,,,
149,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter mongoliensis,2100740,0.0028150628878971,0.0019745871153547,,0.0010134852403748,0.0012254016654798,0.0006886949574216,,0.0021532417768208,,0.0011669078130732,,,0.0017062483283323,,,0.0010542061769603,,0.0014013684844465,0.0016638277855488,0.0013048901959632,,,0.0011404239241053,0.0020211196095093,0.0024225628080336,0.0023557622003454,0.0026423957721667,0.0021891503720341,0.000833775787972,,0.0022518858053042,,0.0024779587828505,0.0013172162822807,0.0007715193788615,0.0016565262824869,0.0022038567493112,0.0016852139775077,,0.0026113604761305,0.0025428994980341,,0.0012441792012752,0.0018315306792999,0.002167786641188,0.0017656861899249,,,,,,0.0017409726946025,,,0.0020124403034079,0.0009387479059675,0.0020328334884432,0.0026954590442484,0.0013146769005608,0.0008981842245867,,,0.0005689095877974,,0.002158031974992,,0.0013037680331605,0.0026640944745555,0.0014967238495771,,,0.0006795984649297,0.0012499530407673,0.0009015651016535,0.0029846057178762,,,0.0014451798736072,,0.00058689366685,,,
150,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium GJ-E10,1469502,0.0020275081139625,0.0019272559955155,0.0032022578643839,0.002837476976763,0.0030334134955448,0.0022111826796271,0.0036669009460728,0.0017565240986392,0.00282184299346,0.0013194826023038,0.0026111016971753,0.0034747924382281,0.0024059920928614,0.0028653525823461,0.0026921137207239,0.00284594807329,0.0024469261787409,0.002384728503858,0.0023135684822476,0.0016358336914891,0.003669474386205,0.0021117776666296,0.0029106143876467,0.0028923361511498,0.0023214071669406,0.0025097830175189,0.0025274258052401,0.0021180932694596,0.0029796041433192,0.0023933288194759,0.0012455071018004,0.0015329958290568,0.0028308549998561,0.0012416830535834,0.0019494219111279,0.0017531436466215,0.0022387039326756,0.0019807440470547,0.0031518930698068,0.0012386087655422,0.0032114261493411,0.0014278479238009,0.0013649863672528,0.0025650894687428,0.0023922388074719,0.0025727504814274,0.0029073711674053,0.0026858916954094,0.0038992285434529,0.003023808307808,0.0017877132969921,0.0014974667866029,0.0027651700405272,0.0033109311407755,0.0018574312491596,0.0025722157411538,0.0019243281166945,0.0028485497254087,0.0019246433243917,0.0016746179055063,,0.0020570798441203,0.0017807335236767,0.0031242996885931,0.0029120947270443,,0.001826071706723,0.0018774397262267,0.0019431580570709,0.0026331294667769,0.0024791485380765,0.0027467500816726,0.0034909325394546,0.0020215243897156,,0.0031217572241479,0.0026720316870837,0.0032195892438525,,0.0030592346059318,,0.004012914915904,
151,Bacteria,Cyanobacteria,,Nostocales,Symphyonemataceae,Loriellopsis,Loriellopsis cavernicola,988946,0.0023520728572388,0.0009209982580679,0.0041945492100135,0.0008838036275974,0.0011552883127069,0.001991258531313,0.0010852096237506,,,0.0016440386931986,0.0023087911623322,,0.0031620444982818,0.0021995096826639,0.0014926850371255,0.0007532379283101,0.0029568641275394,0.0010363939307954,0.0025964400063535,0.000646498487855,,0.0012091236904986,0.0009062279793383,,,0.0015690517386713,,,0.001187630903384,0.0008293182390758,0.0006079527239039,0.0022549229005967,0.0012337424287925,0.0029318407767328,0.0011807013197824,0.0026998991038228,,0.0012196001038175,0.0022502752289411,,,0.0016230179476859,0.0070571141997559,0.0014410542842171,0.0015176633773087,,0.0015530202069915,0.0012501767838922,,0.0025136117207496,0.00377431420012,0.0006936294759203,0.0008336323429439,0.0013660652505195,0.0026437037911243,0.0012193447958833,0.0024738397113662,0.0012339506607401,0.0012509562216238,0.0010887353553361,,0.0019418286534677,0.0005256820837074,0.0024355908198176,0.001380509603927,0.0039559631460812,0.0038744893280355,,0.0012455326504734,0.003478402158266,0.0032558029258809,0.0015900551989084,,0.0016100919165633,,,0.0028269212532611,,,0.0023255583027946,,,
152,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,964,0.0035991105951432,0.0015095691512072,0.005527235329918,0.0029078842017647,0.0025704560300311,0.0034799009596957,0.0034210776087173,0.0029765867244596,0.0053831855105735,0.0025257325044074,0.0014877488540052,0.0032278590851777,0.0030472628892616,0.0052712011946643,,0.0030710478143592,0.0029908898192783,0.0026655116786106,0.0025662560060809,0.0023695063858401,0.0047013042305828,0.0034111234966283,0.0029207446177872,0.0031906591145515,0.0030340035747262,0.0020600269414414,,0.0040546632128241,0.0023655348149787,0.0013870106456373,0.0026955687093666,0.0021189824981001,0.0030792110636315,0.0017563627345456,0.0015248320675976,0.0031385666106183,,0.0027904492686299,0.0031138932293698,0.0025516363565913,,0.0026582617708589,0.0015272986766903,0.0023871711343766,0.0025675743504661,0.0027115024440906,0.0023698884710672,0.0042143495987974,,0.0028324136797325,0.0037425952120646,0.001811168815255,0.0021397601745552,0.0028946415935168,0.0016194832659348,0.0029344593792477,,0.0025846588398074,0.0015889612647712,0.0026755607766464,,,0.0018708813320786,0.0033827592935189,0.0016925571021428,,0.0031572045941721,,0.0041963300076837,0.0021260414500913,0.0035963286970364,0.0024482302776933,0.0019109962307874,0.0019941783742978,,0.001945344382992,0.0027639970277836,0.0027639919352364,,0.0022713226356552,,,
153,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. AE3,2594473,0.0040757750945586,0.0043289143718218,0.0050719184530387,0.0027083149382675,0.0027573243185972,0.0033492001589111,0.0034872769755308,0.004513068601416,0.0034936268333589,0.0042416467056889,0.0035535190137399,0.0020691549812305,0.003176628229881,0.0034477266015805,0.0031484239968551,0.0034453997689565,0.0047335210019954,0.0031644513680719,0.0036706805960313,0.0039949318161092,0.0060078371879122,0.003706736696464,0.0029225666899274,0.0050405044396373,0.0059766150517918,0.0069085480133766,0.0042386398913419,0.0037280801144409,0.0036806293450049,0.0034396358895453,0.0050880898811215,0.0017046991118101,0.004225701045941,0.0048778058026634,0.0048471743360017,0.0053220536530107,0.0040020133874581,0.0055360173830799,0.0049087806518319,0.0043376699622685,0.0042923200797782,0.0031745248363571,0.0042710269517536,0.0040725829398874,0.0022407433778117,0.0034834165306875,0.0029592952131437,0.0029506862765011,0.006278675044037,0.0052392446273583,0.0044987021084136,0.004159161010254,0.0022966272189082,0.0047363529459066,0.0041207512965002,0.0047878444314538,0.0056676895237549,0.0054523754821793,0.0032042557887108,0.0025645810180135,0.0075958582558691,0.0040850529573141,0.0051538331030882,0.0059925585971865,0.0039581929527899,0.0056848846463462,0.0043930320549693,0.0055962254304436,0.0032330305168707,0.0040293019669155,0.003603047069162,0.0032196941177684,0.0037280196943149,0.0035148987722944,0.0070244884459444,0.0045829346964205,0.0036903036543157,0.004111225698764,0.0164940736778769,0.0036363645751004,,,
154,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus litoralis,152268,0.0034315138307614,0.0016774252535314,0.0046836173691502,0.0024685595390505,0.0030753806239342,0.0034432875459121,0.0036184739294951,0.0023048853889003,0.002359295122693,0.0032626736036222,0.0029075134773787,0.0058094034888895,0.0033153266865775,0.0025389719470808,0.0030033576976147,0.0024904584647785,0.0041059645377218,0.002998694837446,0.0024352734462468,0.0026532088308092,0.0029560539818793,0.0041041430585081,0.0034566007018313,0.0037929272348891,0.0027391052491018,0.0012625783385021,0.0026166526295973,0.0022090580927338,0.0034448927887484,0.0023535058799435,0.0019802712060846,0.0019804476883755,0.0015951833949175,,0.0023220181835718,0.0020724272027906,0.0019336364954851,,0.0026330324120055,0.0010384143282696,0.0029136929524099,0.0011984602966738,0.0023573287922007,0.0018720770742565,0.0027009118533181,0.0036766089169521,0.0043530781456626,0.0039381833203466,0.0050204004610665,0.0015642066244349,0.0029289097295669,,0.0030263946762916,0.0030365718989614,0.001451205726232,0.00269141435479,0.0041494366950227,0.002413529444149,0.0024210476603255,0.0026984362628756,0.0027428012042126,0.0020416881317865,0.0019758248846071,0.0034157306036519,0.0024684477959451,,0.0026935493510683,0.00207549378738,0.0035748294105237,0.0030777318118419,0.0031500064461818,0.0035018361264759,0.0023742932825073,0.0026318469125173,,0.0037303861104473,0.0019956495627026,0.0041242099666416,,0.0025646332202737,,0.0018566406926629,
155,Bacteria,Planctomycetes,,,,,Planctomycetes bacterium Pla175,2528009,0.0030111277823944,0.0021635556478612,0.0036878504924074,0.0031780841281298,0.0052957516368034,0.0036345903948566,0.0025238430175229,0.0021152926563496,0.005360800707259,0.0031629541184463,0.0042065278183922,0.0038129361217982,0.0041925820396256,0.0039740562676314,0.0032297666739339,0.0037693424393981,0.0029615470544878,0.0040818062123064,0.0040004713377037,0.0029343317405131,0.0043672816390034,0.0037713300398123,0.0045629677228507,0.0040429594265518,0.0023942835620961,0.0027304785800168,0.0035374045392803,0.0032084152002534,0.0041457562042002,0.0039399270379808,0.0021564062096999,0.0021644033403337,0.0036161394604614,0.0018404628879349,0.002308643272736,0.0024617644547563,0.0036373701523611,0.0019852319541385,0.0031898628516936,0.0021409291366289,0.0040078446432783,0.0012640453022744,0.0015413112413955,0.0029777671523385,0.0040449917473795,0.0033179983032144,0.0061244743683999,0.0035149650778422,0.0041899545894653,0.0033844344660113,0.0045257054937711,0.0016669222851647,0.0033602735141536,0.003223901929109,0.0027641514896344,0.0035552491355674,0.0082522189234692,0.0027929184585462,0.0027473644261275,0.0027371678015129,,0.0034602348809675,0.0035119064657885,0.0031037430455855,0.0035526773148151,0.0049118773246679,0.0040405626586053,0.002948800795023,0.0044670438788613,0.0036860509513709,0.0029902337802679,0.0029189520302225,0.0033206889442965,0.0027714213284023,0.0035037155700959,0.0050385651225645,0.0035075138536885,0.0028563715525484,,0.0036525716657001,,,
