ID,Label,Interval,Taxa,RelativeAbundance,Module,Phylum,WeightedDegree,ClusteringCoefficient,NumberTriangle,Module,Eccentricity,ClosenessCentrality,HarmonicClosenessCentrality,BetweennessCentrality,Degree
45,Ohtaekwangia kribbensis,,Ohtaekwangia kribbensis,0.2050516,M2,Bacteroidota,14,11.32698905,6,0.339731286,0.411299435,7.16E-05,0,0.857142857,78
35,Arthrobacter sp. FB24,,Arthrobacter sp. FB24,0.21505117,M1,Acidobacteriota,16,13.54047704,6,0.322404372,0.389642185,0.001373932,7,0.875,105
25,Pseudarthrobacter phenanthrenivorans,,Pseudarthrobacter phenanthrenivorans,0.16143897,M1,Actinomycetota,14,11.77921331,6,0.30464716,0.368079096,4.48E-04,7,0.89010989,81
27,Pseudarthrobacter sp. NIBRBAC000502771,,Pseudarthrobacter sp. NIBRBAC000502771,0.31685412,M1,Actinomycetota,15,12.72229058,6,0.320652174,0.384934087,3.66E-04,7,0.895238095,94
138,Burkholderiales bacterium GJ-E10,,Burkholderiales bacterium GJ-E10,0.17661905,M2,Pseudomonadota,5,3.925674438,6,0.311072056,0.366760829,6.06E-06,0,0.9,9
65,Paenibacillus prosopidis,,Paenibacillus prosopidis,0.21999073,M2,Bacillota,16,12.89160413,6,0.335863378,0.416007533,1.50E-04,4,0.916666667,110
44,Flavisolibacter sp. 17J28-1,,Flavisolibacter sp. 17J28-1,0.11638063,M1,Bacteroidota,10,8.223995686,6,0.298986486,0.351789077,1.39E-05,7,0.977777778,44
104,Tumebacillus ginsengisoli,,Tumebacillus ginsengisoli,1.0845326,M2,Bacillota,7,5.485036433,6,0.322992701,0.383239171,0,4,1,21
69,Agrobacterium tumefaciens,,Agrobacterium tumefaciens,0.95465857,M1,Pseudomonadota,2,1.586404502,7,0.2434663,0.277037934,0,7,1,1
60,Leptolyngbya sp. O-77,,Leptolyngbya sp. O-77,0.35564765,M6,Cyanobacteriota,2,1.682557464,2,0.75,0.833333333,0,6,1,1
63,Paenibacillus sp. JDR-2,,Paenibacillus sp. JDR-2,0.26288047,M2,Bacillota,8,6.740845561,6,0.308362369,0.368549906,0,4,1,28
148,Nocardioides cavernae,,Nocardioides cavernae,0.21252117,M1,Actinomycetota,3,2.407546103,7,0.237265416,0.273365617,0,7,1,3
91,Bacillus thuringiensis,,Bacillus thuringiensis,0.17035426,M2,Bacillota,2,1.615556598,7,0.275700935,0.321253699,0,4,1,1
43,Flavitalea flava,,Flavitalea flava,0.16348708,M1,Bacteroidota,2,1.537407875,6,0.298986486,0.324011299,0,2,1,1
112,Devosia ginsengisoli,,Devosia ginsengisoli,0.16264375,M1,Pseudomonadota,2,1.572089076,6,0.271056662,0.303013183,0,7,1,1
85,Gloeocapsa sp. PCC 7428,,Gloeocapsa sp. PCC 7428,0.16192089,M4,Cyanobacteriota,3,2.67084533,8,0.209467456,0.231510627,0,5,1,3
152,Luteolibacter flavescens,,Luteolibacter flavescens,0.15083702,M1,Verrucomicrobiota,2,1.531802893,6,0.270642202,0.298116761,0,7,1,1
192,Lysobacter lycopersici,,Lysobacter lycopersici,0.14589746,M1,Pseudomonadota,2,1.561331868,6,0.272727273,0.302354049,0,7,1,1
173,Planctomycetes bacterium ETA_A1,,Planctomycetes bacterium ETA_A1,0.1420422,M1,Planctomycetota,3,2.338800192,5,0.320652174,0.348964218,0,2,1,3
123,Microvirga aerilata,,Microvirga aerilata,0.13674122,M1,Pseudomonadota,3,2.424447954,6,0.320652174,0.350659134,0,2,1,3
136,Nitrospira defluvii,,Nitrospira defluvii,0.12951261,M1,Nitrospirota,3,2.472860456,7,0.219330855,0.247215496,0,7,1,3
179,Brevibacillus thermoruber,,Brevibacillus thermoruber,0.12638022,M2,Bacillota,2,1.543824315,6,0.298482293,0.34613936,0,4,1,1
186,Halomicronema hongdechloris,,Halomicronema hongdechloris,0.11023632,M6,Cyanobacteriota,2,1.573367476,2,0.75,0.833333333,0,6,1,1
168,Devosia psychrophila,,Devosia psychrophila,0.1092725,M1,Pseudomonadota,2,1.597316027,6,0.269406393,0.299246704,0,7,1,1
193,Conexibacter woesei,,Conexibacter woesei,0.1077063,M3,Actinomycetota,2,1.660170794,7,0.255780347,0.289467312,0,4,1,1
162,Nocardioides euryhalodurans,,Nocardioides euryhalodurans,0.10686296,M1,Actinomycetota,3,2.368091583,7,0.237265416,0.273365617,0,7,1,3
127,Cohnella abietis,,Cohnella abietis,0.10481486,M2,Bacillota,9,7.117966294,6,0.362704918,0.417984934,0,0,1,36
165,Rhodoplanes azumiensis,,Rhodoplanes azumiensis,0.10228484,M3,Pseudomonadota,2,1.532543421,6,0.296482412,0.342372881,0,4,1,1
